event,site,date,round,white,black,white_elo,black_elo,result,result_numeric,eco,total_moves,moves_san,moves_uci,elo_diff
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Libov, Gennady","Svidler, Peter",,,1/2-1/2,0,A48,43,d4 Nf6 Nf3 g6 Bg5 Bg7 Nbd2 O-O c3 d6 e4 h6 Bh4 Nfd7 Bc4 Qe8 O-O e5 dxe5 dxe5 Re1 Bf6 Bg3 Nb6 Bf1 Nc6 a4 a5 Bb5 Qe7 Nf1 h5 h3 Nb8 Ne3 c6 Bf1 N8d7 Nc4 Nxc4 Bxc4 Nc5 Qc2,d2d4 g8f6 g1f3 g7g6 c1g5 f8g7 b1d2 e8g8 c2c3 d7d6 e2e4 h7h6 g5h4 f6d7 f1c4 d8e8 e1g1 e7e5 d4e5 d6e5 f1e1 g7f6 h4g3 d7b6 c4f1 b8c6 a2a4 a7a5 f1b5 e8e7 d2f1 h6h5 h2h3 c6b8 f1e3 c7c6 b5f1 b8d7 e3c4 b6c4 f1c4 d7c5 d1c2,
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Svidler, Peter","Kovtun, S.",,,1/2-1/2,0,A47,87,d4 Nf6 Nf3 e6 e3 b6 Bd3 Bb7 Nbd2 c5 O-O d6 c3 Be7 e4 cxd4 cxd4 d5 e5 Ne4 Qe2 Nxd2 Bxd2 Nc6 a3 Rc8 b4 Nb8 b5 Nd7 a4 Rc7 Qe3 O-O Rac1 Re8 Ng5 Nf8 Qf4 Bxg5 Qxg5 Qd7 Rxc7 Qxc7 Rc1 Qd7 Bb4 Ng6 Rc3 Rc8 Qc1 Rxc3 Qxc3 f6 Bd6 fxe5 dxe5 Kf7 a5 bxa5 Qxa5 Bc8 Qb4 Ne7 Bxh7 Nf5 Qf4 Qxb5 g4 Qb1+ Kg2 Qe4+ Qxe4 dxe4 gxf5 exf5 h4 g6 h5 gxh5 e6+ Kxe6 Bc5 a5 Bg8+ Ke5 Bf7,d2d4 g8f6 g1f3 e7e6 e2e3 b7b6 f1d3 c8b7 b1d2 c7c5 e1g1 d7d6 c2c3 f8e7 e3e4 c5d4 c3d4 d6d5 e4e5 f6e4 d1e2 e4d2 c1d2 b8c6 a2a3 a8c8 b2b4 c6b8 b4b5 b8d7 a3a4 c8c7 e2e3 e8g8 a1c1 f8e8 f3g5 d7f8 e3f4 e7g5 f4g5 d8d7 c1c7 d7c7 f1c1 c7d7 d2b4 f8g6 c1c3 e8c8 g5c1 c8c3 c1c3 f7f6 b4d6 f6e5 d4e5 g8f7 a4a5 b6a5 c3a5 b7c8 a5b4 g6e7 d3h7 e7f5 b4f4 d7b5 g2g4 b5b1 g1g2 b1e4 f4e4 d5e4 g4f5 e6f5 h2h4 g7g6 h4h5 g6h5 e5e6 f7e6 d6c5 a7a5 h7g8 e6e5 g8f7,
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Svidler, Peter","Lapienis, Donatas",,,0-1,-1,A48,84,d4 Nf6 Nf3 g6 Bg5 Bg7 c3 O-O Nbd2 d6 e4 h6 Bxf6 Bxf6 e5 Bg7 h3 d5 Bd3 c5 O-O Nc6 dxc5 Nxe5 Nxe5 Bxe5 Nf3 Bg7 Qb3 Qc7 Qb4 e5 Bc2 a5 Qb6 Qxb6 cxb6 e4 Nd4 Bxd4 cxd4 Ra6 Bb3 Be6 Rac1 a4 Bd1 Rfa8 b3 a3 f3 Rxb6 Kf2 Rc8 Rxc8+ Bxc8 Ke3 Re6 fxe4 Rxe4+ Kd3 Bf5 Kc3 Re3+ Kb4 Be4 Kxa3 Bxg2 Rf6 Kg7 Rb6 Re7 Kb2 f5 Bc2 Be4 Bxe4 dxe4 Kc2 e3 Kd1 f4 Ke1 f3,d2d4 g8f6 g1f3 g7g6 c1g5 f8g7 c2c3 e8g8 b1d2 d7d6 e2e4 h7h6 g5f6 g7f6 e4e5 f6g7 h2h3 d6d5 f1d3 c7c5 e1g1 b8c6 d4c5 c6e5 f3e5 g7e5 d2f3 e5g7 d1b3 d8c7 b3b4 e7e5 d3c2 a7a5 b4b6 c7b6 c5b6 e5e4 f3d4 g7d4 c3d4 a8a6 c2b3 c8e6 a1c1 a5a4 b3d1 f8a8 b2b3 a4a3 f2f3 a6b6 g1f2 a8c8 c1c8 e6c8 f2e3 b6e6 f3e4 e6e4 e3d3 c8f5 d3c3 e4e3 c3b4 f5e4 b4a3 e4g2 f1f6 g8g7 f6b6 e3e7 a3b2 f7f5 d1c2 g2e4 c2e4 d5e4 b2c2 e4e3 c2d1 f5f4 d1e1 f4f3,
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Svidler, Peter","Polovodin, Igor A",,2430.0,1/2-1/2,0,B93,80,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 f4 e5 Nf3 Nbd7 a4 Be7 Bd3 O-O O-O exf4 Kh1 Ne5 Bxf4 Ng6 Be3 Ng4 Bd4 Be6 Qd2 Bf6 Bxf6 Nxf6 Nd4 Rc8 a5 Ne5 Ra4 Re8 Nxe6 fxe6 Be2 Qc7 Rd1 Red8 Rd4 Qxa5 Rxd6 Nf7 Nd5 Qxd2 Nxf6+ gxf6 R6xd2 Rxd2 Rxd2 Ne5 c3 Kf7 Kg1 Ke7 Kf2 Rd8 Rxd8 Kxd8 Ke3 Ke7 g3 Kd6 h3 h6 h4 Kc5 b4+ Kd6 Kf4 Kc6 Bf1 Kd6 Be2 Kc6,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 f2f4 e7e5 d4f3 b8d7 a2a4 f8e7 f1d3 e8g8 e1g1 e5f4 g1h1 d7e5 c1f4 e5g6 f4e3 f6g4 e3d4 c8e6 d1d2 e7f6 d4f6 g4f6 f3d4 a8c8 a4a5 g6e5 a1a4 f8e8 d4e6 f7e6 d3e2 d8c7 f1d1 e8d8 a4d4 c7a5 d4d6 e5f7 c3d5 a5d2 d5f6 g7f6 d6d2 d8d2 d1d2 f7e5 c2c3 g8f7 h1g1 f7e7 g1f2 c8d8 d2d8 e7d8 f2e3 d8e7 g2g3 e7d6 h2h3 h7h6 h3h4 d6c5 b2b4 c5d6 e3f4 d6c6 e2f1 c6d6 f1e2 d6c6,
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Svidler, Peter","Raetsky, Alexander",,,1-0,1,C47,99,e4 e5 Nf3 Nf6 Nc3 Nc6 d4 Bb4 Nxe5 Nxe4 Qg4 Nxc3 Qxg7 Rf8 a3 Ba5 Nxc6 dxc6 Qe5+ Qe7 Qxe7+ Kxe7 Bd2 Bf5 b4 Nd5 bxa5 Bxc2 Bc4 Kd6 f3 b5 Be2 Rfe8 Kf2 Re6 Rac1 Rae8 Rhe1 Bg6 h4 h5 g3 a6 Rc5 f6 Bf1 Rxe1 Bxe1 Ne3 Bb4 Nxf1 Rg5+ Ke6 Rxg6 Ne3 Rg7 Nf5 Rxc7 Kd5 Bc5 Re6 Ra7 Nxd4 Bxd4 Kxd4 Rxa6 Kc4 Rb6 Kc5 Rb7 Rd6 a6 Rd3 a4 Ra3 axb5 cxb5 a7 b4 g4 b3 g5 b2 Rxb2 Rxa7 Rb8 Kd5 Re8 Ra4 g6 Ra7 f4 f5 Re5+ Kd4 Rxf5 Ra2+ Ke1,e2e4 e7e5 g1f3 g8f6 b1c3 b8c6 d2d4 f8b4 f3e5 f6e4 d1g4 e4c3 g4g7 h8f8 a2a3 b4a5 e5c6 d7c6 g7e5 d8e7 e5e7 e8e7 c1d2 c8f5 b2b4 c3d5 b4a5 f5c2 f1c4 e7d6 f2f3 b7b5 c4e2 f8e8 e1f2 e8e6 a1c1 a8e8 h1e1 c2g6 h2h4 h7h5 g2g3 a7a6 c1c5 f7f6 e2f1 e6e1 d2e1 d5e3 e1b4 e3f1 c5g5 d6e6 g5g6 f1e3 g6g7 e3f5 g7c7 e6d5 b4c5 e8e6 c7a7 f5d4 c5d4 d5d4 a7a6 d4c4 a6b6 c4c5 b6b7 e6d6 a5a6 d6d3 a3a4 d3a3 a4b5 c6b5 a6a7 b5b4 g3g4 b4b3 g4g5 b3b2 b7b2 a3a7 b2b8 c5d5 b8e8 a7a4 g5g6 a4a7 f3f4 f6f5 e8e5 d5d4 e5f5 a7a2 f2e1,
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Popova, Z.","Svidler, Peter",2325.0,,0-1,-1,A00,80,g3 Nf6 Bg2 d5 d3 e6 Nd2 Be7 e4 c5 e5 Nfd7 f4 Nc6 Ngf3 Qc7 O-O O-O Qe2 b5 c4 bxc4 dxc4 Nb6 b3 a5 Bb2 a4 Rab1 axb3 axb3 Ra2 Rfe1 dxc4 bxc4 Na4 Ba1 Nd4 Qd1 Rxa1 Rxa1 Nc3 Nxd4 Nxd1 Nb5 Qb6 Rexd1 Rd8 Ne4 Rxd1+ Rxd1 Ba6 h4 f6 exf6 gxf6 Kh2 Kf8 f5 exf5 Nec3 Qb8 Ra1 Bxb5 cxb5 Qe5 Ra8+ Kg7 Nd5 Bd6 Nf4 c4 Bd5 Qb2+ Kh3 Bxf4 Ra7+ Kf8 gxf4 Qc3+,g2g3 g8f6 f1g2 d7d5 d2d3 e7e6 b1d2 f8e7 e2e4 c7c5 e4e5 f6d7 f2f4 b8c6 g1f3 d8c7 e1g1 e8g8 d1e2 b7b5 c2c4 b5c4 d3c4 d7b6 b2b3 a7a5 c1b2 a5a4 a1b1 a4b3 a2b3 a8a2 f1e1 d5c4 b3c4 b6a4 b2a1 c6d4 e2d1 a2a1 b1a1 a4c3 f3d4 c3d1 d4b5 c7b6 e1d1 f8d8 d2e4 d8d1 a1d1 c8a6 h2h4 f7f6 e5f6 g7f6 g1h2 g8f8 f4f5 e6f5 e4c3 b6b8 d1a1 a6b5 c4b5 b8e5 a1a8 f8g7 c3d5 e7d6 d5f4 c5c4 g2d5 e5b2 h2h3 d6f4 a8a7 g7f8 g3f4 b2c3,
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Nikitin, Yury M","Svidler, Peter",,,1/2-1/2,0,D37,154,c4 e6 d4 d5 Nc3 Be7 Nf3 Nf6 Bf4 O-O e3 c5 dxc5 Bxc5 cxd5 Nxd5 Nxd5 exd5 a3 Nc6 Bd3 h6 O-O Be6 Bb1 Qb6 Qd3 g6 Bxh6 Rfd8 b4 Be7 Ba2 Bf6 Rad1 Bf5 Qe2 Ne7 Nd4 Be4 Bf4 g5 Bg3 Rac8 f3 Bg6 Bf2 Nc6 Nb3 a5 e4 d4 bxa5 Nxa5 Nxa5 Qxa5 Rd3 Rc3 Be1 Rdc8 Bxc3 dxc3 Qc2 Qxa3 Rb1 Qc5+ Kh1 b6 Rd5 Qe3 Rbd1 g4 R5d3 Qh6 Bb3 Be5 g3 Bxg3 Rg1 Be5 Rxg4 Kf8 Rg2 Bh5 Qd1 Qf6 Ra2 b5 Qe2 b4 Qg2 Qh4 Qe2 Kg7 Ra1 Rh8 Rg1+ Bg6 Rg2 Ra8 Rd1 Qf6 Qc4 Qf4 Qe2 Ra3 Qc4 Ra8 Rdg1 Rh8 Qe2 Rh3 Rg3 Qxg3 Rxg3 Bxg3 Qc4 Be5 Qd5 Rxh2+ Kg1 Rh5 Qd7 Kh6 Qe7 f6 Qxb4 Rh3 Bd1 Kg5 Qc5 Kf4 Kg2 Rh8 Qb6 Rb8 Qf2 Rb2 Bc2 Kg5 Kh3 Kh6 f4 Bb8 f5 Bf7 Qe3+ Kg7 Qxc3 Be5 Qd3 Kh6 Qe3+ Kg7,c2c4 e7e6 d2d4 d7d5 b1c3 f8e7 g1f3 g8f6 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 c4d5 f6d5 c3d5 e6d5 a2a3 b8c6 f1d3 h7h6 e1g1 c8e6 d3b1 d8b6 d1d3 g7g6 f4h6 f8d8 b2b4 c5e7 b1a2 e7f6 a1d1 e6f5 d3e2 c6e7 f3d4 f5e4 h6f4 g6g5 f4g3 a8c8 f2f3 e4g6 g3f2 e7c6 d4b3 a7a5 e3e4 d5d4 b4a5 c6a5 b3a5 b6a5 d1d3 c8c3 f2e1 d8c8 e1c3 d4c3 e2c2 a5a3 f1b1 a3c5 g1h1 b7b6 d3d5 c5e3 b1d1 g5g4 d5d3 e3h6 a2b3 f6e5 g2g3 e5g3 d1g1 g3e5 g1g4 g8f8 g4g2 g6h5 c2d1 h6f6 g2a2 b6b5 d1e2 b5b4 e2g2 f6h4 g2e2 f8g7 a2a1 c8h8 a1g1 h5g6 g1g2 h8a8 d3d1 h4f6 e2c4 f6f4 c4e2 a8a3 e2c4 a3a8 d1g1 a8h8 c4e2 h8h3 g2g3 f4g3 g1g3 e5g3 e2c4 g3e5 c4d5 h3h2 h1g1 h2h5 d5d7 g7h6 d7e7 f7f6 e7b4 h5h3 b3d1 h6g5 b4c5 g5f4 g1g2 h3h8 c5b6 h8b8 b6f2 b8b2 d1c2 f4g5 g2h3 g5h6 f3f4 e5b8 f4f5 g6f7 f2e3 h6g7 e3c3 b8e5 c3d3 g7h6 d3e3 h6g7,
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Maljutin, Evgeni","Svidler, Peter",,,1-0,1,C69,85,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 O-O f6 d4 exd4 Nxd4 c5 Nb3 Qxd1 Rxd1 Bd7 Bf4 O-O-O Nc3 Be6 Rxd8+ Kxd8 Rd1+ Kc8 Nd5 Bxd5 Rxd5 b6 Nd2 Ne7 Rd3 g6 e5 Bg7 exf6 Bxf6 c3 Re8 f3 Ng8 Ne4 Bd8 Kf2 Rf8 Ng5 Rxf4 Rxd8+ Kxd8 Ne6+ Ke7 Nxf4 Nf6 h4 Kd6 Ke3 c4 g4 b5 Ng2 Ke5 f4+ Ke6 Kf3 Ne8 Ne3 Nd6 Nf1 Nb7 Ng3 Nc5 Ne4 Nd3 Ng5+ Ke7 Nxh7 Nxb2 Ng5 a5 h5 Kf6 h6 Nd3 Ne6,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5c6 d7c6 e1g1 f7f6 d2d4 e5d4 f3d4 c6c5 d4b3 d8d1 f1d1 c8d7 c1f4 e8c8 b1c3 d7e6 d1d8 c8d8 a1d1 d8c8 c3d5 e6d5 d1d5 b7b6 b3d2 g8e7 d5d3 g7g6 e4e5 f8g7 e5f6 g7f6 c2c3 h8e8 f2f3 e7g8 d2e4 f6d8 g1f2 e8f8 e4g5 f8f4 d3d8 c8d8 g5e6 d8e7 e6f4 g8f6 h2h4 e7d6 f2e3 c5c4 g2g4 b6b5 f4g2 d6e5 f3f4 e5e6 e3f3 f6e8 g2e3 e8d6 e3f1 d6b7 f1g3 b7c5 g3e4 c5d3 e4g5 e6e7 g5h7 d3b2 h7g5 a6a5 h4h5 e7f6 h5h6 b2d3 g5e6,
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Svidler, Peter","Danielian, Oganes",,,1/2-1/2,0,C07,112,e4 e6 d4 d5 Nd2 c5 exd5 Qxd5 dxc5 Bxc5 Ngf3 Nf6 Bc4 Qc6 O-O O-O Qe2 a6 Bd3 Nbd7 Nc4 Qc7 Bg5 b5 Nce5 Bb7 Rad1 h6 Bh4 Bd6 Bg3 Bxf3 Nxf3 Bxg3 hxg3 Nc5 c3 Nxd3 Rxd3 Qa5 a3 Rfd8 Rfd1 Rac8 Qd2 Rd5 Rxd5 Nxd5 Nd4 Nb6 Qe2 Nc4 Nf3 Qa4 Rc1 Qb3 Rc2 e5 Ne1 e4 Qxe4 Nxb2 Qb4 Qe6 Nf3 Na4 Nd4 Qd7 Qa5 Qd6 Kh2 Kh7 Nf3 Qg6 Rc1 Rc4 Kg1 Qd6 Kh2 Qxa3 Rd1 Rc6 Qd8 Qxc3 Qe8 Rc8 Qxf7 Qf6 Qa7 Rc5 Qa8 Qc6 Qa7 Qc7 Qxa6 Rh5+ Kg1 Nc3 Re1 Qc4 g4 Qxg4 Qc6 Qc4 Qe8 Rd5 Ne5 Ne2+ Kf1 Ng3+ Kg1 Ne2+,e2e4 e7e6 d2d4 d7d5 b1d2 c7c5 e4d5 d8d5 d4c5 f8c5 g1f3 g8f6 f1c4 d5c6 e1g1 e8g8 d1e2 a7a6 c4d3 b8d7 d2c4 c6c7 c1g5 b7b5 c4e5 c8b7 a1d1 h7h6 g5h4 c5d6 h4g3 b7f3 e5f3 d6g3 h2g3 d7c5 c2c3 c5d3 d1d3 c7a5 a2a3 f8d8 f1d1 a8c8 e2d2 d8d5 d3d5 f6d5 f3d4 d5b6 d2e2 b6c4 d4f3 a5a4 d1c1 a4b3 c1c2 e6e5 f3e1 e5e4 e2e4 c4b2 e4b4 b3e6 e1f3 b2a4 f3d4 e6d7 b4a5 d7d6 g1h2 g8h7 d4f3 d6g6 c2c1 c8c4 h2g1 g6d6 g1h2 d6a3 c1d1 c4c6 a5d8 a3c3 d8e8 c6c8 e8f7 c3f6 f7a7 c8c5 a7a8 f6c6 a8a7 c6c7 a7a6 c5h5 h2g1 a4c3 d1e1 c7c4 g3g4 c4g4 a6c6 g4c4 c6e8 h5d5 f3e5 c3e2 g1f1 e2g3 f1g1 g3e2,
Voroshilovgrad op,Voroshilovgrad,1989.??.??,?,"Kalantarian, Norik","Svidler, Peter",,,1-0,1,D85,81,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 Bd2 Bg7 e4 Nb6 Be3 Nc6 d5 Ne5 Bd4 O-O f4 Ned7 Nf3 e5 dxe6 fxe6 Bxg7 Kxg7 Qd4+ Qf6 Nb5 c5 Qxf6+ Nxf6 Nd6 Ng4 g3 e5 Nxe5 Nxe5 fxe5 Be6 Nxb7 Nd7 Bb5 Nxe5 Nxc5 Nf3+ Ke2 Bg4 Ke3 Rad8 Rhf1 h5 h3 Nd4 Rxf8 Nc2+ Kf4 Rxf8+ Ke5 Bc8 Rc1 Rf2 h4 Bg4 Nd3 Rd2 Nf4 Nd4 Rc7+ Kh6 Bd3 Nf3+ Kf6 Ne1 Bc4 Rd6+ Ke7 Rd2 e5 Rxb2 Rxa7,d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 c1d2 f8g7 e2e4 d5b6 d2e3 b8c6 d4d5 c6e5 e3d4 e8g8 f2f4 e5d7 g1f3 e7e5 d5e6 f7e6 d4g7 g8g7 d1d4 d8f6 c3b5 c7c5 d4f6 d7f6 b5d6 f6g4 g2g3 e6e5 f3e5 g4e5 f4e5 c8e6 d6b7 b6d7 f1b5 d7e5 b7c5 e5f3 e1e2 e6g4 e2e3 a8d8 h1f1 h7h5 h2h3 f3d4 f1f8 d4c2 e3f4 d8f8 f4e5 g4c8 a1c1 f8f2 h3h4 c8g4 c5d3 f2d2 d3f4 c2d4 c1c7 g7h6 b5d3 d4f3 e5f6 f3e1 d3c4 d2d6 f6e7 d6d2 e4e5 d2b2 c7a7,
